,DraftYr,Rk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%
980,2007,12,PHI,Thaddeus Young,Georgia Tech,15,1061,31336,13698,6239,1960,0.502,0.33,0.665
981,2007,13,CHA,Julian Wright,Kansas,4,231,3049,907,531,182,0.499,0.262,0.584
982,2007,14,LAC,Al Thornton,Florida State,4,296,8274,3527,1233,353,0.452,0.293,0.747
983,2007,15,DET,Rodney Stuckey,Eastern Washington,10,651,17890,8185,1912,2333,0.423,0.3,0.824
984,2007,16,WAS,Nick Young,USC,12,720,16419,8194,1427,687,0.418,0.376,0.836
985,2007,17,BRK,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0,0.624
986,2007,18,GSW,Marco Belinelli,,13,860,19548,8370,1769,1429,0.424,0.376,0.846
987,2007,19,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,595,276,201,0.442,0.231,0.638
988,2007,20,MIA,Jason Smith,Colorado State,11,616,10029,3777,2075,453,0.468,0.333,0.783
989,2007,21,PHI,Daequan Cook,Ohio State,6,328,5993,2114,703,243,0.369,0.359,0.813
990,2007,22,CHA,Jared Dudley,Boston College,14,904,20117,6633,2849,1394,0.463,0.393,0.732
991,2007,23,NYK,Wilson Chandler,DePaul,12,676,20287,8463,3574,1205,0.443,0.341,0.77
992,2007,24,PHO,Rudy Fernández,,4,249,5965,2254,608,554,0.399,0.36,0.84
993,2007,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743
994,2007,26,HOU,Aaron Brooks,Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.837
995,2007,27,DET,Arron Afflalo,UCLA,11,762,20829,8198,2176,1386,0.45,0.386,0.825
996,2007,28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,0.555,0.143,0.697
997,2007,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783
998,2007,30,PHI,Petteri Koponen,,,,,,,,,,
999,2007,31,OKC,Carl Landry,Purdue,9,513,11524,5541,2533,355,0.535,0.3,0.785
1000,2007,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,0.321,0.283,0.783
1001,2007,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,0.318,,
1002,2007,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,0.561,0,0.682
1003,2007,35,OKC,Glen Davis,LSU,8,514,10865,4111,2236,457,0.447,0.182,0.7
1004,2007,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,0.425,,0.578
1005,2007,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,0.463,0.34,0.705
1006,2007,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,0.496,0,0.41
1007,2007,39,MIA,Stanko Barać,,,,,,,,,,
1008,2007,40,LAL,Sun Yue,,1,10,28,6,0,2,0.273,0,
1009,2007,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,0.483,,0.605
1010,2007,42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,0.273,0,1
1011,2007,43,CHA,Adam Haluska,Iowa,,,,,,,,,
1012,2007,44,ORL,Reyshawn Terry,UNC,,,,,,,,,
1013,2007,45,LAC,Jared Jordan,Marist College,,,,,,,,,
1014,2007,46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,0.451,,0.594
1015,2007,47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,0.419,0.188,0.658
1016,2007,48,LAL,Marc Gasol,,13,891,28719,12514,6604,2996,0.481,0.36,0.776
1017,2007,49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,0.509,0,0.562
1018,2007,50,DAL,Renaldas Seibutis,,,,,,,,,,
1019,2007,51,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,,,
1020,2007,52,POR,Taurean Green,Florida,1,17,74,27,10,11,0.28,0.182,0.917
1021,2007,53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,0.281,0.2,0.5
1022,2007,54,HOU,Brad Newley,,,,,,,,,,
1023,2007,55,UTA,Herbert Hill,Providence,,,,,,,,,
1024,2007,56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,0.434,0.316,0.791
1025,2007,57,DET,Sammy Mejia,DePaul,,,,,,,,,
1026,2007,58,SAS,Georgios Printezis,,,,,,,,,,
1027,2007,59,PHO,D.J. Strawberry,Maryland,1,33,270,73,28,30,0.315,0.24,0.474
1028,2007,60,DAL,Milovan Raković,,,,,,,,,,
909,2006,1,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,0.439,0.354,0.824
910,2006,2,CHI,LaMarcus Aldridge,Texas,16,1068,36086,20488,8702,2067,0.493,0.32,0.812
911,2006,3,CHA,Adam Morrison,Gonzaga,3,161,3278,1200,342,222,0.373,0.331,0.71
912,2006,4,POR,Tyrus Thomas,LSU,8,402,7932,3093,1938,347,0.438,0.235,0.732
913,2006,5,ATL,Shelden Williams,Duke,6,361,5586,1618,1562,163,0.462,0.222,0.74
914,2006,6,MIN,Brandon Roy,Washington,6,326,11561,6136,1388,1517,0.459,0.348,0.8
915,2006,7,BOS,Randy Foye,Villanova,11,752,19279,7729,1686,2112,0.401,0.366,0.852
916,2006,8,HOU,Rudy Gay,UConn,16,1044,33406,17215,6040,2206,0.453,0.349,0.799
917,2006,9,GSW,Patrick O'Bryant,Bradley,4,90,524,186,127,25,0.494,0,0.583
918,2006,10,OKC,Mouhamed Sene,,3,47,260,103,75,1,0.427,,0.589
919,2006,11,ORL,J.J. Redick,Duke,15,940,23964,12028,1903,1862,0.447,0.415,0.892
920,2006,12,CHA,Hilton Armstrong,UConn,6,292,3378,880,766,102,0.501,0.286,0.582
921,2006,13,PHI,Thabo Sefolosha,,14,869,19062,4994,3252,1196,0.449,0.349,0.732
922,2006,14,UTA,Ronnie Brewer,Arkansas,8,502,11539,3940,1427,828,0.49,0.254,0.675
923,2006,15,CHA,Cedric Simmons,NC State,3,75,705,163,141,14,0.409,,0.39
924,2006,16,CHI,Rodney Carney,Memphis,5,299,4600,1778,588,132,0.422,0.338,0.704
925,2006,17,IND,Shawne Williams,Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755
926,2006,18,WAS,Oleksiy Pecherov,,3,111,1044,438,266,20,0.386,0.29,0.793
927,2006,19,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,0.389,0.312,0.884
928,2006,20,NYK,Renaldo Balkman,South Carolina,6,221,3064,894,769,132,0.51,0.172,0.542
929,2006,21,PHO,Rajon Rondo,Kentucky,16,949,28440,9299,4335,7542,0.456,0.323,0.612
930,2006,22,BRK,Marcus Williams,UConn,4,203,3095,1128,361,574,0.386,0.321,0.767
931,2006,23,BRK,Josh Boone,UConn,4,256,4482,1340,1258,125,0.544,,0.445
932,2006,24,MEM,Kyle Lowry,Villanova,16,1006,32057,14882,4403,6359,0.424,0.367,0.813
933,2006,25,CLE,Shannon Brown,Michigan State,9,408,7329,3118,760,458,0.42,0.332,0.807
934,2006,26,LAL,Jordan Farmar,UCLA,10,504,9840,3888,958,1453,0.423,0.374,0.739
935,2006,27,PHO,Sergio Rodríguez,,5,353,5281,1747,525,1183,0.409,0.337,0.739
936,2006,28,DAL,Maurice Ager,Michigan State,4,82,505,169,46,19,0.339,0.25,0.566
937,2006,29,NYK,Mardy Collins,Temple,4,189,2771,742,336,327,0.38,0.299,0.599
938,2006,30,POR,Joel Freeland,,3,151,1821,477,518,65,0.459,0,0.728
939,2006,31,POR,James White,Cincinnati,3,67,583,182,68,35,0.438,0.34,0.676
940,2006,32,HOU,Steve Novak,Marquette,11,467,5657,2177,591,132,0.437,0.43,0.877
941,2006,33,ATL,Solomon Jones,South Florida,8,281,3092,839,654,99,0.467,0.111,0.717
942,2006,34,LAC,Paul Davis,Michigan State,4,82,702,217,158,32,0.402,0,0.732
943,2006,35,TOR,P.J. Tucker,Texas,11,758,22037,5438,4291,1109,0.425,0.366,0.747
944,2006,36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661
945,2006,37,MIN,Bobby Jones,Washington,2,91,867,288,149,44,0.442,0.306,0.685
946,2006,38,GSW,Kosta Perović,,1,7,38,10,13,1,0.3,,0.667
947,2006,39,MIL,David Noel,UNC,1,68,792,184,123,65,0.367,0.321,0.86
948,2006,40,OKC,Denham Brown,UConn,,,,,,,,,
949,2006,41,ORL,James Augustine,Illinois,2,27,156,42,33,4,0.514,,0.5
950,2006,42,CLE,Daniel Gibson,Texas,7,397,9316,3115,792,775,0.402,0.407,0.78
951,2006,43,CHA,Marcus Vinicius,,2,26,172,50,19,7,0.457,0.421,0.556
952,2006,44,ORL,Lior Eliyahu,,,,,,,,,,
953,2006,45,IND,Alexander Johnson,Florida State,2,102,1302,439,275,30,0.517,,0.672
954,2006,46,UTA,Dee Brown,Illinois,2,68,711,140,69,119,0.34,0.25,0.643
955,2006,47,UTA,Paul Millsap,Louisiana Tech,16,1078,30413,14516,7655,2375,0.489,0.342,0.736
956,2006,48,WAS,Vladimir Veremeenko,,,,,,,,,,
957,2006,49,DEN,Leon Powe,California,5,239,3320,1484,911,78,0.515,0,0.682
958,2006,50,CHA,Ryan Hollins,UCLA,10,518,6134,1913,1140,151,0.584,0,0.649
959,2006,51,LAL,Cheikh Samb,,2,22,114,22,31,1,0.25,0,0.444
960,2006,52,LAC,Guillermo Díaz,Miami (FL),1,6,18,5,2,1,0.25,0,0.6
961,2006,53,OKC,Yotam Halperin,,,,,,,,,,
962,2006,54,BRK,Hassan Adams,Arizona,2,73,547,185,84,14,0.534,0,0.643
963,2006,55,CLE,Ejike Ugboaja,,,,,,,,,,
964,2006,56,TOR,Edin Bavčić,,,,,,,,,,
965,2006,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,
966,2006,58,DAL,J.R. Pinnock,George Washington,,,,,,,,,
967,2006,59,SAS,Damir Markota,,1,30,170,51,31,6,0.365,0.375,0.636
968,2006,60,DET,Will Blalock,Iowa State,1,14,166,25,15,17,0.3,0.2,1
849,2005,1,MIL,Andrew Bogut,Utah,14,706,19862,6808,6112,1546,0.535,0.12,0.557
850,2005,2,ATL,Marvin Williams,UNC,15,1072,30159,10965,5546,1373,0.443,0.361,0.808
851,2005,3,UTA,Deron Williams,Illinois,12,845,28865,13804,2619,6819,0.445,0.357,0.822
852,2005,4,NOP,Chris Paul,Wake Forest,17,1148,39673,20844,5182,10894,0.473,0.37,0.872
853,2005,5,CHA,Raymond Felton,UNC,14,971,28829,10853,2867,5096,0.412,0.329,0.79
854,2005,6,POR,Martell Webster,,10,580,13914,5056,1811,588,0.418,0.382,0.791
855,2005,7,TOR,Charlie Villanueva,UConn,11,656,13578,6808,3019,549,0.435,0.341,0.772
856,2005,8,NYK,Channing Frye,Arizona,13,890,19772,7786,4002,864,0.44,0.388,0.822
857,2005,9,GSW,Ike Diogu,Arizona State,6,225,2795,1348,689,69,0.509,0.5,0.786
858,2005,10,LAL,Andrew Bynum,,8,418,10690,4822,3221,490,0.556,0.111,0.69
859,2005,11,ORL,Fran Vázquez,,,,,,,,,,
860,2005,12,LAC,Yaroslav Korolev,,2,34,168,39,16,13,0.283,0.25,0.625
861,2005,13,CHA,Sean May,UNC,4,119,1868,821,481,115,0.458,0.231,0.746
862,2005,14,MIN,Rashad McCants,UNC,4,249,5037,2479,506,331,0.431,0.368,0.741
863,2005,15,BRK,Antoine Wright,Texas A&M,6,297,5714,1614,681,295,0.412,0.304,0.674
864,2005,16,TOR,Joey Graham,Oklahoma State,6,377,6117,2239,1058,207,0.483,0.3,0.815
865,2005,17,IND,Danny Granger,New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848
866,2005,18,BOS,Gerald Green,,12,658,13026,6412,1639,596,0.417,0.361,0.818
867,2005,19,MEM,Hakim Warrick,Syracuse,8,526,10624,4947,2117,400,0.49,0.191,0.726
868,2005,20,DEN,Julius Hodge,NC State,2,23,98,28,15,18,0.44,,0.5
869,2005,21,PHO,Nate Robinson,Washington,11,618,13878,6807,1446,1826,0.423,0.36,0.796
870,2005,22,DEN,Jarrett Jack,Georgia Tech,13,867,24140,9349,2487,3952,0.44,0.343,0.855
871,2005,23,SAC,Francisco García,Louisville,10,549,11853,4323,1400,747,0.427,0.357,0.799
872,2005,24,HOU,Luther Head,Illinois,6,348,7797,2842,845,747,0.423,0.388,0.773
873,2005,25,OKC,Johan Petro,,8,473,7262,2202,1836,227,0.462,0.154,0.678
874,2005,26,DET,Jason Maxiell,Cincinnati,10,618,11379,3481,2576,266,0.495,0,0.564
875,2005,27,POR,Linas Kleiza,Missouri,7,409,8185,3561,1470,321,0.435,0.335,0.763
876,2005,28,SAS,Ian Mahinmi,,12,618,10353,3209,2705,357,0.533,0.16,0.612
877,2005,29,MIA,Wayne Simien,Kansas,2,51,507,169,99,11,0.469,,0.854
878,2005,30,NYK,David Lee,Florida,12,829,24293,11232,7320,1825,0.535,0.034,0.772
879,2005,31,ATL,Salim Stoudamire,Arizona,3,157,2672,1260,214,164,0.407,0.366,0.882
880,2005,32,LAC,Daniel Ewing,Duke,2,127,1683,431,158,174,0.389,0.295,0.78
881,2005,33,NOP,Brandon Bass,LSU,12,758,16410,6575,3448,608,0.499,0.207,0.832
882,2005,34,UTA,C.J. Miles,,16,849,17284,8108,2011,914,0.411,0.358,0.809
883,2005,35,POR,Ricky Sánchez,,,,,,,,,,
884,2005,36,MIL,Ersan İlyasova,,13,825,18957,8364,4661,908,0.443,0.367,0.777
885,2005,37,LAL,Ronny Turiaf,Gonzaga,10,473,8020,2209,1757,618,0.533,0,0.636
886,2005,38,ORL,Travis Diener,Marquette,5,179,2660,854,243,432,0.388,0.353,0.847
887,2005,39,LAL,Von Wafer,Florida State,6,200,2475,1054,234,146,0.42,0.325,0.751
888,2005,40,GSW,Monta Ellis,,12,833,29011,14858,2874,3856,0.451,0.314,0.772
889,2005,41,TOR,Roko Ukić,,2,85,987,341,78,165,0.387,0.189,0.746
890,2005,42,GSW,Chris Taft,Pitt,1,17,144,47,36,2,0.605,,0.167
891,2005,43,BRK,Mile Ilić,,1,5,6,0,1,0,0,,
892,2005,44,ORL,Martynas Andriuškevičius,,1,6,9,0,4,0,0,,
893,2005,45,PHI,Lou Williams,,17,1107,26891,15511,2460,3765,0.419,0.351,0.842
894,2005,46,IND,Erazem Lorbek,,,,,,,,,,
895,2005,47,MIN,Bracey Wright,Indiana,2,26,325,129,39,20,0.405,0.324,0.794
896,2005,48,OKC,Mickaël Gelabale,,3,145,2348,670,330,115,0.47,0.316,0.815
897,2005,49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,0.467,0.237,0.725
898,2005,50,BOS,Ryan Gomes,Providence,8,487,13463,4926,2239,712,0.445,0.349,0.799
899,2005,51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,0.404,,0.5
900,2005,52,DEN,Axel Hervelle,,,,,,,,,,
901,2005,53,BOS,Orien Greene,Louisiana,4,131,1555,326,195,155,0.387,0.212,0.642
902,2005,54,NYK,Dijon Thompson,UCLA,2,16,93,45,19,3,0.425,0.308,0.875
903,2005,55,OKC,Lawrence Roberts,Mississippi State,2,87,1150,334,310,35,0.452,0,0.688
904,2005,56,DET,Amir Johnson,,14,870,18323,6102,4692,1073,0.57,0.332,0.673
905,2005,57,PHO,Marcin Gortat,,12,806,20691,7951,6407,915,0.551,0.15,0.68
906,2005,58,TOR,Uroš Slokar,,1,20,72,38,14,1,0.538,0.5,0.692
907,2005,59,ATL,Cenk Akyol,,,,,,,,,,
908,2005,60,DET,Alex Acker,Pepperdine,2,30,234,81,29,16,0.37,0.32,0.5
790,2004,1,ORL,Dwight Howard,,18,1224,39092,19329,14499,1663,0.587,0.206,0.566
791,2004,2,CHA,Emeka Okafor,UConn,10,616,19055,7370,5967,520,0.512,0,0.586
792,2004,3,CHI,Ben Gordon,UConn,11,744,20366,11084,1851,1868,0.432,0.401,0.857
793,2004,4,LAC,Shaun Livingston,,14,833,17188,5231,1989,2483,0.486,0.178,0.794
794,2004,5,WAS,Devin Harris,Wisconsin,15,985,23963,10597,2151,3869,0.432,0.325,0.796
795,2004,6,ATL,Josh Childress,Stanford,8,391,10432,3548,1850,609,0.522,0.329,0.779
796,2004,7,PHO,Luol Deng,Duke,15,902,30941,13361,5468,2042,0.456,0.332,0.769
797,2004,8,TOR,Rafael Araújo,BYU,3,139,1585,389,395,41,0.405,0.25,0.679
798,2004,9,PHI,Andre Iguodala,Arizona,18,1218,39309,13934,6016,5113,0.463,0.331,0.709
799,2004,10,CLE,Luke Jackson,Oregon,4,73,724,252,89,58,0.357,0.36,0.732
800,2004,11,GSW,Andris Biedriņš,,10,516,11146,3247,3631,467,0.594,0,0.5
801,2004,12,OKC,Robert Swift,,4,97,1500,416,376,20,0.506,,0.61
802,2004,13,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,0.39,0.319,0.777
803,2004,14,UTA,Kris Humphries,Minnesota,13,800,14232,5350,4314,556,0.463,0.293,0.7
804,2004,15,BOS,Al Jefferson,,14,915,26299,14343,7690,1347,0.499,0.121,0.711
805,2004,16,UTA,Kirk Snyder,Nevada,4,211,3540,1333,491,241,0.438,0.327,0.699
806,2004,17,ATL,Josh Smith,,13,894,29000,12996,6653,2789,0.452,0.285,0.632
807,2004,18,NOP,J.R. Smith,,16,977,26275,12148,3073,2077,0.419,0.373,0.733
808,2004,19,MIA,Dorell Wright,,11,549,12280,4597,2093,850,0.424,0.365,0.806
809,2004,20,DEN,Jameer Nelson,Saint Joseph's,14,878,24539,9940,2595,4508,0.436,0.368,0.81
810,2004,21,UTA,Pavel Podkolzin,,2,6,28,4,9,0,0,,0.5
811,2004,22,BRK,Viktor Khryapa,,4,143,2351,643,492,142,0.443,0.292,0.658
812,2004,23,POR,Sergei Monia,,1,26,343,77,52,19,0.333,0.265,0.714
813,2004,24,BOS,Delonte West,Saint Joseph's,8,432,11842,4198,1265,1540,0.448,0.372,0.826
814,2004,25,BOS,Tony Allen,Oklahoma State,14,820,18055,6654,2884,1077,0.475,0.282,0.709
815,2004,26,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,0.437,0.384,0.87
816,2004,27,LAL,Sasha Vujačić,,10,581,8908,3094,1093,748,0.39,0.367,0.858
817,2004,28,SAS,Beno Udrih,,13,831,18185,6952,1712,2858,0.463,0.349,0.833
818,2004,29,IND,David Harrison,Colorado,4,189,2686,949,549,47,0.53,,0.525
819,2004,30,ORL,Anderson Varejão,,14,632,15087,4574,4531,737,0.509,0.023,0.63
820,2004,31,CHI,Jackson Vroman,Iowa State,2,87,1111,285,261,51,0.408,0,0.58
821,2004,32,WAS,Peter John Ramos,,1,6,20,11,4,0,0.5,,0.5
822,2004,33,LAC,Lionel Chalmers,Xavier,1,36,433,111,31,51,0.336,0.245,0.625
823,2004,34,ATL,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,0.421,0.308,0.65
824,2004,35,OKC,Andre Emmett,Texas Tech,2,14,73,20,8,1,0.462,0,0.615
825,2004,36,ORL,Antonio Burks,Memphis,2,81,789,186,49,104,0.387,0.235,0.571
826,2004,37,ATL,Royal Ivey,Texas,10,492,6162,1641,557,501,0.406,0.361,0.706
827,2004,38,CHI,Chris Duhon,Duke,9,606,15526,3946,1364,2690,0.393,0.363,0.784
828,2004,39,TOR,Albert Miralles,,,,,,,,,,
829,2004,40,BOS,Justin Reed,Ole Miss,3,136,1436,472,186,68,0.404,0,0.752
830,2004,41,OKC,David Young,NC Central,,,,,,,,,
831,2004,42,ATL,Viktor Sanikidze,,,,,,,,,,
832,2004,43,NYK,Trevor Ariza,UCLA,18,1114,32876,11576,5341,2375,0.422,0.352,0.731
833,2004,44,NOP,Tim Pickett,Florida State,,,,,,,,,
834,2004,45,CHA,Bernard Robinson,Michigan,3,128,1909,576,315,126,0.417,0.161,0.786
835,2004,46,POR,Ha Seung-Jin,,2,46,316,70,67,3,0.519,,0.5
836,2004,47,MIA,Pape Sow,Cal State Fullerton,3,76,879,219,214,12,0.416,,0.678
837,2004,48,SAC,Ricky Minard,Morehead State University,,,,,,,,,
838,2004,49,MEM,Sergei Lishouk,,,,,,,,,,
839,2004,50,DAL,Vassilis Spanoulis,,1,31,272,85,22,28,0.319,0.172,0.81
840,2004,51,BRK,Christian Drejer,Florida,,,,,,,,,
841,2004,52,SAS,Romain Sato,Xavier,,,,,,,,,
842,2004,53,MIA,Matt Freije,Vanderbilt,2,42,588,133,85,27,0.293,0.224,0.714
843,2004,54,DET,Rickey Paulding,Missouri,,,,,,,,,
844,2004,55,HOU,Luis Flores,Manhattan College,1,16,77,35,3,11,0.483,0.5,1
845,2004,56,LAL,Marcus Douthit,Providence,,,,,,,,,
846,2004,57,SAS,Sergei Karaulov,,,,,,,,,,
847,2004,58,MIN,Blake Stepp,Gonzaga,,,,,,,,,
848,2004,59,IND,Rashad Wright,Georgia,,,,,,,,,
732,2003,1,CLE,LeBron James,,19,1351,51563,36559,10075,9962,0.505,0.345,0.734
733,2003,2,DET,Darko Miličić,,10,468,8638,2813,1971,405,0.46,0,0.574
734,2003,3,DEN,Carmelo Anthony,Syracuse,19,1241,43048,28042,7728,3406,0.447,0.356,0.814
735,2003,4,TOR,Chris Bosh,Georgia Tech,13,893,31936,17189,7592,1795,0.494,0.335,0.799
736,2003,5,MIA,Dwyane Wade,Marquette,16,1054,35773,23165,4933,5701,0.48,0.293,0.765
737,2003,6,LAC,Chris Kaman,Central Michigan University,13,735,19642,8208,5582,921,0.489,0.042,0.743
738,2003,7,CHI,Kirk Hinrich,Kansas,13,879,27015,9594,2576,4245,0.411,0.375,0.8
739,2003,8,MIL,T.J. Ford,Texas,8,429,11882,4797,1331,2495,0.433,0.289,0.815
740,2003,9,NYK,Mike Sweetney,Georgetown,4,233,3610,1516,1045,145,0.485,0,0.689
741,2003,10,WAS,Jarvis Hayes,Georgia,7,427,9898,3553,1330,459,0.415,0.356,0.798
742,2003,11,GSW,Mickaël Piétrus,,10,557,11950,4629,1723,445,0.425,0.355,0.665
743,2003,12,OKC,Nick Collison,Kansas,14,910,18603,5359,4701,939,0.534,0.208,0.723
744,2003,13,MEM,Marcus Banks,UNLV,8,348,5571,2061,519,728,0.432,0.327,0.768
745,2003,14,OKC,Luke Ridnour,Oregon,12,830,21623,7740,1877,3713,0.431,0.349,0.862
746,2003,15,ORL,Reece Gaines,Louisville,3,71,605,123,53,50,0.324,0.269,0.606
747,2003,16,BOS,Troy Bell,Boston College,1,6,34,11,4,4,0.222,0,1
748,2003,17,PHO,Žarko Čabarkapa,,3,150,1550,640,312,85,0.427,0.273,0.733
749,2003,18,NOP,David West,Xavier,15,1034,29144,14034,6590,2273,0.495,0.265,0.817
750,2003,19,UTA,Sasha Pavlović,,10,567,8888,2787,1000,517,0.404,0.346,0.673
751,2003,20,BOS,Dahntay Jones,Duke,13,624,9799,3353,1082,529,0.439,0.329,0.751
752,2003,21,ATL,Boris Diaw,,14,1064,28768,9139,4634,3684,0.493,0.336,0.717
753,2003,22,BRK,Zoran Planinić,,3,148,1584,561,198,165,0.405,0.289,0.677
754,2003,23,POR,Travis Outlaw,,11,622,13026,5273,1974,514,0.423,0.337,0.744
755,2003,24,LAL,Brian Cook,Illinois,9,421,5649,2312,1115,252,0.439,0.382,0.783
756,2003,25,DET,Carlos Delfino,,8,507,11580,4115,1815,887,0.401,0.365,0.758
757,2003,26,MIN,Ndudi Ebi,,2,19,86,40,19,4,0.486,0,0.462
758,2003,27,MEM,Kendrick Perkins,,14,782,17162,4214,4532,813,0.53,0,0.594
759,2003,28,SAS,Leandro Barbosa,,14,850,18386,9035,1720,1775,0.459,0.387,0.821
760,2003,29,DAL,Josh Howard,Wake Forest,10,507,15350,7270,2886,817,0.448,0.332,0.77
761,2003,30,NYK,Maciej Lampe,,3,64,632,215,142,22,0.407,0.25,0.676
762,2003,31,CLE,Jason Kapono,UCLA,9,509,9068,3398,844,417,0.442,0.434,0.835
763,2003,32,LAL,Luke Walton,Arizona,10,564,9685,2649,1588,1317,0.429,0.326,0.715
764,2003,33,MIA,Jerome Beasley,University of North Dakota,1,2,5,2,1,0,0.333,,
765,2003,34,LAC,Sofoklis Schortsanitis,,,,,,,,,,
766,2003,35,MIL,Szymon Szewczyk,,,,,,,,,,
767,2003,36,CHI,Mario Austin,Mississippi State,,,,,,,,,
768,2003,37,ATL,Travis Hansen,BYU,1,41,507,123,70,19,0.354,0.3,0.815
769,2003,38,WAS,Steve Blake,Maryland,13,870,20823,5662,1816,3446,0.401,0.383,0.779
770,2003,39,NYK,Slavko Vraneš,,1,1,3,0,0,0,0,,
771,2003,40,GSW,Derrick Zimmerman,Mississippi State,1,2,32,4,4,7,0.667,,
772,2003,41,OKC,Willie Green,Detroit Mercy,12,731,14783,6059,1303,1018,0.425,0.346,0.765
773,2003,42,ORL,Zaza Pachulia,,16,1098,22240,7414,6315,1433,0.469,0,0.751
774,2003,43,MIL,Keith Bogans,Kentucky,11,671,14527,4257,1817,866,0.394,0.353,0.716
775,2003,44,HOU,Malick Badiane,,,,,,,,,,
776,2003,45,CHI,Matt Bonner,Florida,12,792,13356,4632,2371,552,0.464,0.414,0.78
777,2003,46,DEN,Sani Bečirovič,,,,,,,,,,
778,2003,47,UTA,Mo Williams,Alabama,13,818,23872,10759,2264,3990,0.434,0.378,0.871
779,2003,48,NOP,James Lang,,1,11,55,11,11,2,0.444,,0.6
780,2003,49,IND,James Jones,Miami (FL),14,709,11098,3717,1276,366,0.401,0.401,0.84
781,2003,50,PHI,Paccelis Morlende,,,,,,,,,,
782,2003,51,BRK,Kyle Korver,Creighton,17,1232,31183,11953,3643,2114,0.442,0.429,0.877
783,2003,52,TOR,Remon van de Hare,,,,,,,,,,
784,2003,53,CHI,Tommy Smith,Arizona State,,,,,,,,,
785,2003,54,POR,Nedžad Sinanović,,,,,,,,,,
786,2003,55,MIN,Rick Rickert,Minnesota,,,,,,,,,
787,2003,56,BOS,Brandon Hunter,Ohio University,2,67,630,220,187,22,0.476,0,0.488
788,2003,57,DAL,Xue Yuyang,,,,,,,,,,
789,2003,58,DET,Andreas Glyniadakis,,1,13,81,17,8,1,0.471,,0.5
675,2002,1,HOU,Yao Ming,,8,486,15818,9247,4494,769,0.524,0.2,0.833
676,2002,2,CHI,Jay Williams,Duke,1,75,1961,714,195,350,0.399,0.322,0.64
677,2002,3,GSW,Mike Dunleavy,Duke,15,986,27340,11048,4211,2185,0.441,0.377,0.803
678,2002,4,MEM,Drew Gooden,Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76
679,2002,5,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,0.304,0.235,0.73
680,2002,6,CLE,Dajuan Wagner,Memphis,4,103,2202,964,142,195,0.366,0.321,0.77
681,2002,7,NYK,Nenê,,17,965,25237,10909,5828,1719,0.548,0.132,0.66
682,2002,8,LAC,Chris Wilcox,Maryland,11,628,12474,5150,3076,455,0.541,0,0.643
683,2002,9,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,0.537,0.236,0.761
684,2002,10,MIA,Caron Butler,UConn,14,881,28333,12430,4387,2007,0.434,0.348,0.847
685,2002,11,WAS,Jared Jeffries,Indiana,11,629,13579,3003,2563,798,0.426,0.25,0.583
686,2002,12,LAC,Melvin Ely,Fresno State,9,375,6005,1992,1215,261,0.46,0,0.625
687,2002,13,MIL,Marcus Haislip,Tennessee,4,89,854,311,131,16,0.437,0.35,0.659
688,2002,14,IND,Fred Jones,Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809
689,2002,15,HOU,Boštjan Nachbar,,6,317,5628,2252,836,283,0.406,0.375,0.784
