,DraftYr,Rk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%
139,1992,31,POR,Reggie Smith,TCU,2,66,384,99,120,5,0.394,0,0.404
140,1992,32,WAS,Brent Price,Oklahoma,9,418,7007,2481,684,1236,0.426,0.387,0.824
141,1992,33,CHI,Corey Williams,Oklahoma State,2,39,288,92,37,29,0.367,0.25,0.826
142,1992,34,MIN,Chris Smith,UConn,3,224,3956,1140,291,627,0.435,0.366,0.713
143,1992,35,CHA,Tony Bennett,Green Bay,3,152,1886,538,155,303,0.412,0.335,0.732
144,1992,36,LAL,Duane Cooper,USC,2,88,781,204,59,178,0.402,0.216,0.72
145,1992,37,MIA,Isaiah Morris,Arkansas,1,25,102,55,12,4,0.456,,0.75
146,1992,38,ATL,Elmer Bennett,Notre Dame,3,21,159,48,10,22,0.34,0.273,0.722
147,1992,39,CHI,Litterial Green,Georgia,5,148,1189,423,75,182,0.42,0.077,0.665
148,1992,40,BRK,Steve Rogers,Alabama State University,,,,,,,,,
149,1992,41,HOU,Popeye Jones,Murray State,11,535,12579,3726,3981,696,0.447,0.281,0.751
150,1992,42,MIA,Matt Geiger,Georgia Tech,10,552,12221,5059,3158,388,0.499,0.232,0.728
151,1992,43,GSW,Sasha Danilović,,2,75,2331,957,182,149,0.439,0.379,0.789
152,1992,44,SAS,Henry Williams,UNC Charlotte,,,,,,,,,
153,1992,45,OKC,Chris King,Wake Forest,3,103,2058,693,311,116,0.423,0.383,0.633
154,1992,46,DEN,Robert Werdann,St. John's,3,47,273,101,81,9,0.378,0,0.574
155,1992,47,BOS,Darren Morningstar,Pitt,1,23,367,96,81,15,0.476,,0.6
156,1992,48,PHO,Brian Davis,Duke,1,68,374,131,55,22,0.317,0.333,0.735
157,1992,49,PHO,Ron Ellis,Louisiana Tech,,,,,,,,,
158,1992,50,GSW,Matt Fish,UNC Wilmington,3,50,512,177,110,25,0.5,0,0.625
159,1992,51,MIN,Tim Burroughs,Jacksonville University,,,,,,,,,
160,1992,52,CHI,Matt Steigenga,Michigan State,1,2,12,3,3,2,0.25,0,0.5
161,1992,53,HOU,Curtis Blair,Richmond,,,,,,,,,
162,1992,54,SAC,Brett Roberts,Morehead State University,,,,,,,,,
55,1991,1,CHA,Larry Johnson,UNLV,10,707,25685,11450,5300,2298,0.484,0.332,0.766
56,1991,2,BRK,Kenny Anderson,Georgia Tech,14,858,25868,10789,2641,5196,0.421,0.346,0.79
57,1991,3,SAC,Billy Owens,Syracuse,10,600,17619,7026,4016,1704,0.481,0.291,0.629
58,1991,4,DEN,Dikembe Mutombo,Georgetown,18,1196,36791,11729,12359,1240,0.518,0,0.684
59,1991,5,MIA,Steve Smith,Michigan State,14,942,28855,13430,3060,2922,0.44,0.358,0.845
60,1991,6,DAL,Doug Smith,Missouri,5,296,5833,2356,1234,400,0.425,0.083,0.773
61,1991,7,MIN,Luc Longley,New Mexico,10,567,12006,4090,2794,836,0.462,0,0.76
62,1991,8,DEN,Mark Macon,Temple,6,251,5018,1685,467,428,0.384,0.27,0.735
63,1991,9,ATL,Stacey Augmon,UNLV,15,1001,21658,7990,3216,1561,0.469,0.152,0.728
64,1991,10,ORL,Bison Dele,Arizona,8,413,10004,4536,2564,440,0.528,0.143,0.691
65,1991,11,CLE,Terrell Brandon,Oregon,11,724,21545,9994,2174,4407,0.448,0.355,0.873
66,1991,12,NYK,Greg Anthony,UNLV,11,757,15850,5497,1417,2997,0.403,0.349,0.733
67,1991,13,IND,Dale Davis,Clemson,16,1094,29606,8706,8605,978,0.53,0,0.562
68,1991,14,OKC,Rich King,Nebraska,4,72,309,135,74,21,0.393,0,0.662
69,1991,15,ATL,Anthony Avent,Seton Hall,6,352,6729,1958,1584,278,0.403,0,0.686
70,1991,16,GSW,Chris Gatling,Old Dominion,11,700,13760,7232,3741,461,0.513,0.249,0.66
71,1991,17,GSW,Victor Alexander,Iowa State,5,286,5755,2542,1384,257,0.518,0.286,0.634
72,1991,18,MIL,Kevin Brooks,Louisiana,3,126,1031,417,141,48,0.401,0.2,0.859
73,1991,19,WAS,LaBradford Smith,Louisville,3,183,3131,1218,271,394,0.432,0.298,0.813
74,1991,20,HOU,John Turner,Phillips University,1,42,345,117,78,12,0.439,,0.525
75,1991,21,UTA,Eric Murdock,Providence,9,508,11882,5118,1261,2467,0.438,0.343,0.786
76,1991,22,LAC,LeRon Ellis,Syracuse,3,91,857,277,220,29,0.433,,0.613
77,1991,23,ORL,Stanley Roberts,LSU,8,300,5869,2555,1549,189,0.499,0,0.514
78,1991,24,BOS,Rick Fox,UNC,13,930,23723,8966,3517,2649,0.45,0.349,0.77
79,1991,25,GSW,Shaun Vandiver,Colorado,,,,,,,,,
80,1991,26,CHI,Mark Randall,Kansas,4,127,883,332,160,56,0.443,0.154,0.722
81,1991,27,SAC,Pete Chilcutt,UNC,9,584,8394,2494,1935,488,0.441,0.381,0.696
82,1991,28,CHA,Kevin Lynch,Minnesota,2,95,1143,310,120,108,0.436,0.333,0.726
83,1991,29,MIA,George Ackles,UNLV,,,,,,,,,
84,1991,30,ATL,Rodney Monroe,NC State,1,38,313,131,33,27,0.368,0.222,0.826
85,1991,31,SAC,Randy Brown,New Mexico State,12,655,11533,3148,1173,1420,0.417,0.2,0.691
86,1991,32,PHO,Chad Gallagher,Creighton,1,2,3,6,0,0,1,,
87,1991,33,DAL,Donald Hodge,Temple,5,249,3501,1182,809,191,0.437,0.286,0.711
88,1991,34,MIN,Myron Brown,Slippery Rock University of Pennsylvania,1,4,23,9,3,6,0.667,0.333,
89,1991,35,DAL,Mike Iuzzolino,Saint Francis University,2,122,3049,1096,238,522,0.457,0.404,0.798
90,1991,36,ORL,Chris Corchiani,NC State,3,112,1313,416,129,243,0.421,0.269,0.816
91,1991,37,LAC,Elliot Perry,Memphis,10,549,9501,3449,742,1699,0.459,0.359,0.783
92,1991,38,LAC,Joe Wylie,Miami (FL),,,,,,,,,
93,1991,39,CLE,Jimmy Oliver,Purdue,5,78,856,331,80,55,0.407,0.34,0.772
94,1991,40,DET,Doug Overton,La Salle,11,499,7275,2253,654,1038,0.412,0.319,0.816
95,1991,41,IND,Sean Green,Iona College,3,84,671,352,85,45,0.386,0.246,0.62
96,1991,42,SAC,Steve Hood,James Madison University,,,,,,,,,
97,1991,43,GSW,Lamont Strothers,Christopher Newport University,2,13,155,60,15,14,0.329,0.133,0.714
98,1991,44,PHI,Alvaro Teheran,Houston,,,,,,,,,
99,1991,45,MIL,Bobby Phills,Southern University and A&M College,9,467,13426,5153,1469,1246,0.443,0.39,0.738
100,1991,46,PHO,Richard Dumas,Oklahoma State,3,102,2226,1080,351,111,0.509,0.231,0.694
101,1991,47,HOU,Keith Hughes,Rutgers University,,,,,,,,,
102,1991,48,UTA,Isaac Austin,Arizona State,9,432,8350,3285,2030,538,0.446,0.176,0.67
103,1991,49,SAS,Greg Sutton,Oral Roberts,3,168,1946,761,153,284,0.396,0.361,0.743
104,1991,50,PHO,Joey Wright,Texas,,,,,,,,,
105,1991,51,HOU,Žan Tabak,,6,247,3607,1233,883,165,0.506,0,0.525
106,1991,52,LAL,Anthony Jones,Oral Roberts,,,,,,,,,
107,1991,53,BRK,Von McDade,UW-Milwaukee,,,,,,,,,
108,1991,54,POR,Marcus Kennedy,Eastern Michigan,,,,,,,,,
1,1990,1,BRK,Derrick Coleman,Syracuse,15,781,25903,12884,7232,1985,0.447,0.295,0.769
2,1990,2,OKC,Gary Payton,Oregon State,17,1335,47117,21813,5269,8966,0.466,0.317,0.729
3,1990,3,DEN,Mahmoud Abdul-Rauf,LSU,9,586,15628,8553,1087,2079,0.442,0.354,0.905
4,1990,4,ORL,Dennis Scott,Georgia Tech,10,629,17983,8094,1774,1296,0.417,0.397,0.793
5,1990,5,CHA,Kendall Gill,Illinois,15,966,29481,12914,4002,2945,0.434,0.3,0.754
6,1990,6,MIN,Felton Spencer,Louisville,12,640,12298,3354,3436,213,0.484,0,0.658
7,1990,7,SAC,Lionel Simmons,La Salle,7,454,13472,5833,2833,1498,0.433,0.305,0.771
8,1990,8,LAC,Bo Kimble,Loyola Marymount,3,105,1336,574,162,98,0.386,0.291,0.728
9,1990,9,MIA,Willie Burton,Minnesota,8,316,6666,3243,932,393,0.424,0.345,0.786
10,1990,10,ATL,Rumeal Robinson,Michigan,6,336,6098,2546,606,1179,0.432,0.344,0.611
11,1990,11,GSW,Tyrone Hill,Xavier,14,801,22388,7532,6854,647,0.502,0,0.643
12,1990,12,HOU,Alec Kessler,Georgia,4,210,2937,1084,751,81,0.426,0.417,0.744
13,1990,13,LAC,Loy Vaught,Michigan,11,689,16993,6984,4881,652,0.504,0.244,0.718
14,1990,14,SAC,Travis Mays,Texas,3,115,2964,1273,233,326,0.41,0.362,0.749
15,1990,15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,0.392,0.277,0.86
16,1990,16,MIL,Terry Mills,Michigan,11,678,16422,7175,3680,891,0.457,0.384,0.781
17,1990,17,NYK,Jerrod Mustaf,Maryland,4,179,1902,721,452,99,0.449,0,0.648
18,1990,18,SAC,Duane Causwell,Temple,11,541,9409,2648,2273,243,0.507,0.286,0.618
19,1990,19,BOS,Dee Brown,Jacksonville University,12,608,16843,6758,1569,2227,0.436,0.357,0.825
20,1990,20,MIN,Gerald Glass,Ole Miss,4,201,3347,1553,512,298,0.433,0.236,0.643
21,1990,21,PHO,Jayson Williams,St. John's,9,475,9805,3472,3584,287,0.44,0.125,0.606
22,1990,22,BRK,Tate George,UConn,4,177,2019,736,180,325,0.414,0.071,0.82
23,1990,23,SAC,Anthony Bonner,Saint Louis,6,318,7372,2199,1726,442,0.468,0.125,0.59
24,1990,24,SAS,Dwayne Schintzius,Florida,8,217,1950,587,536,93,0.404,0.125,0.638
25,1990,25,POR,Alaa Abdelnaby,Duke,5,256,3200,1465,846,85,0.502,0,0.701
26,1990,26,DET,Lance Blanks,Texas,3,142,1045,289,110,117,0.436,0.253,0.667
27,1990,27,LAL,Elden Campbell,Clemson,15,1044,25776,10805,6116,1199,0.46,0.054,0.699
28,1990,28,GSW,Les Jepsen,Iowa,2,52,192,53,67,2,0.333,0,0.65
29,1990,29,CHI,Toni Kukoč,,13,846,22212,9810,3555,3119,0.447,0.335,0.729
30,1990,30,MIA,Carl Herrera,Houston,8,465,8042,2481,1690,261,0.476,0.143,0.643
31,1990,31,PHO,Negele Knight,Dayton,6,276,4513,1699,351,780,0.436,0.263,0.73
32,1990,32,PHI,Brian Oliver,Georgia Tech,4,118,1182,389,123,114,0.388,0.227,0.705
33,1990,33,UTA,Walter Palmer,Dartmouth College,2,48,209,100,65,11,0.412,0,0.667
34,1990,34,GSW,Kevin Pritchard,Kansas,4,94,1125,340,90,152,0.399,0.186,0.79
35,1990,35,WAS,Greg Foster,Texas-El Paso,13,656,7974,2538,1691,351,0.44,0.225,0.748
36,1990,36,ATL,Trevor Wilson,UCLA,4,103,1609,591,353,99,0.456,0,0.567
37,1990,37,WAS,A.J. English,Virginia Union University,2,151,3108,1502,315,320,0.435,0.138,0.778
38,1990,38,OKC,Jud Buechler,Arizona,12,720,8444,2385,1266,560,0.433,0.366,0.633
39,1990,39,CHA,Steve Scheffler,Purdue,7,174,918,331,180,26,0.558,0.2,0.759
40,1990,40,SAC,Bimbo Coles,Virginia Tech,14,852,20319,6628,1820,3313,0.425,0.267,0.811
41,1990,41,ATL,Steve Bardo,Illinois,3,33,299,73,60,44,0.329,0.1,0.696
42,1990,42,DEN,Marcus Liberty,Illinois,4,267,4568,1942,925,244,0.417,0.34,0.664
43,1990,43,SAS,Tony Massenburg,Maryland,13,683,12291,4238,2964,266,0.47,0.091,0.705
44,1990,44,MIL,Steve Henson,Kansas State,7,238,2282,739,176,465,0.403,0.432,0.869
45,1990,45,IND,Antonio Davis,Texas-El Paso,13,903,26084,9041,6755,1017,0.448,0.087,0.727
46,1990,46,IND,Kenny Williams,Elizabeth City State University,4,260,2918,1247,693,161,0.511,0,0.68
47,1990,47,PHI,Derek Strong,Xavier,10,456,8548,3088,2213,291,0.43,0.18,0.786
48,1990,48,PHO,Cedric Ceballos,Cal State Fullerton,11,609,14712,8693,3258,723,0.5,0.309,0.753
49,1990,49,DAL,Phil Henderson,Duke,,,,,,,,,
50,1990,50,PHO,Miloš Babić,Tennessee Technological University,2,21,87,37,20,10,0.375,,0.65
51,1990,51,LAL,Tony Smith,Marquette,9,457,7295,2504,735,881,0.431,0.307,0.69
52,1990,52,CLE,Stefano Rusconi,,1,7,30,8,6,3,0.333,,0.4
53,1990,53,OKC,Abdul Shamsid-Deen,Providence,,,,,,,,,
54,1990,54,SAS,Sean Higgins,Michigan,6,220,3334,1375,402,226,0.428,0.321,0.85
